Class,Gene,Encodings
multidrug,mexf,16
multidrug,mexg,16
multidrug,mexh,16
multidrug,mexi,16
multidrug,mexj,16
multidrug,mexk,16
multidrug,mexl,16
multidrug,mexn,16
multidrug,mexp,16
multidrug,mexq,16
multidrug,mexr,16
multidrug,mexs,16
multidrug,mext,16
multidrug,mexv,16
multidrug,mexw,16
multidrug,mexx,16
multidrug,mexy,16
multidrug,mexz,16
multidrug,mgra,16
multidrug,mgrb,16
multidrug,msba,16
multidrug,mtra,16
multidrug,mtrc,16
multidrug,mtrd,16
multidrug,mtre,16
multidrug,mtrr,16
multidrug,muxa,16
multidrug,muxb,16
multidrug,muxc,16
multidrug,nalc,16
multidrug,nald,16
multidrug,nora,16
multidrug,norb,16
multidrug,norm,16
multidrug,omp36,16
multidrug,ompf,16
multidrug,ompr,16
multidrug,opcm,16
multidrug,opmb,16
multidrug,opmd,16
multidrug,opme,16
multidrug,opra,16
multidrug,oprj,16
multidrug,oprm,16
multidrug,oprn,16
multidrug,oprz,16
multidrug,optra,16
multidrug,phoq,16
multidrug,pmpm,16
multidrug,pmra,16
multidrug,porb,16
multidrug,pp,16
multidrug,qepa,16
multidrug,rama,16
multidrug,ramr,16
multidrug,rbam_005660,16
multidrug,rlmn,16
multidrug,rlmn2,16
multidrug,roba,16
multidrug,rpob,16
multidrug,sala,16
multidrug,sav1866,16
multidrug,sdia,16
multidrug,smea,16
multidrug,smeb,16
multidrug,smec,16
multidrug,smed,16
multidrug,smee,16
multidrug,smef,16
multidrug,smer,16
multidrug,smes,16
multidrug,tet,16
multidrug,tetab,16
multidrug,tetc,16
multidrug,tetr,16
multidrug,tolc,16
multidrug,ttga,16
multidrug,ttgb,16
multidrug,ttgc,16
multidrug,type,16
multidrug,vgab,16
multidrug,vgad,16
multidrug,ycel,16
multidrug,ykkc,16
multidrug,ykkd,16
mupirocin,iles,17
mupirocin,iles1,17
mupirocin,iles2,17
mupirocin,mupa,17
mupirocin,mupb,17
nitroimidazole,nima,18
nitroimidazole,nimb,18
nitroimidazole,nimc,18
nitroimidazole,nimd,18
nitroimidazole,nime,18
nitroimidazole,nimi,18
nitroimidazole,nimj,18
peptide,bcrb,19
peptide,cls,19
peptide,edeq,19
peptide,lpxc,19
peptide,mprf,19
peptide,pgsa,19
peptide,phop,19
peptide,rpob,19
peptide,rpoc,19
peptide,viomycin,19
peptide,vph,19
peptide,yoji,19
pleuromutilin,taea,20
polymyxin,abj99_5169,21
polymyxin,alo51_04846,21
polymyxin,alo63_02771,21
polymyxin,alo68_05557,21
polymyxin,alo78_02187,21
polymyxin,alo81_02621,21
polymyxin,alo90_00035,21
polymyxin,arna,21
polymyxin,arna_1,21
polymyxin,arna_2,21
polymyxin,arnc,21
polymyxin,arnc_1,21
polymyxin,arnc_3,21
polymyxin,basr,21
polymyxin,bass,21
polymyxin,edwata_01448,21
polymyxin,epta,21
polymyxin,g039_0306900,21
polymyxin,mcr,21
polymyxin,nj69_08675,21
polymyxin,pbgp,21
polymyxin,pgpb,21
polymyxin,pmra,21
polymyxin,pmrb,21
polymyxin,pmrc,21
polymyxin,pmre,21
polymyxin,pmrf,21
polymyxin,pmrf_1,21
polymyxin,pmrf_2,21
polymyxin,por16_00582,21
polymyxin,psyja_07768,21
polymyxin,psymo_20503,21
polymyxin,rosa,21
polymyxin,rosb,21
polymyxin,sb521682_2635,21
polymyxin,yfbe3,21
polymyxin,yfbf,21
polymyxin,yfbg,21
puromycin,pac,22
puromycin,pur8,22
qa_compound,emre,23
qa_compound,qac,23
qa_compound,qacd,23
quinolone,blt,24
quinolone,gyra,24
quinolone,gyrb,24
quinolone,lrfa,24
quinolone,mfd,24
quinolone,mfpa,24
quinolone,oqxa,24
quinolone,oqxb,24
quinolone,parc,24
quinolone,pare,24
quinolone,pata,24
quinolone,patb,24
quinolone,pmra,24
quinolone,qaca,24
quinolone,qacb,24
quinolone,qacf,24
quinolone,qach,24
quinolone,qnra1,24
quinolone,qnra2,24
quinolone,qnra3,24
quinolone,qnra4,24
quinolone,qnra5,24
quinolone,qnra6,24
quinolone,qnra7,24
quinolone,qnrb,24
quinolone,qnrb1,24
quinolone,qnrb10,24
quinolone,qnrb11,24
quinolone,qnrb12,24
quinolone,qnrb13,24
quinolone,qnrb14,24
quinolone,qnrb15,24
quinolone,qnrb16,24
quinolone,qnrb17,24
quinolone,qnrb18,24
quinolone,qnrb19,24
quinolone,qnrb2,24
quinolone,qnrb20,24
quinolone,qnrb21,24
quinolone,qnrb22,24
quinolone,qnrb23,24
quinolone,qnrb24,24
quinolone,qnrb25,24
quinolone,qnrb26,24
quinolone,qnrb27,24
quinolone,qnrb28,24
quinolone,qnrb29,24
quinolone,qnrb3,24
quinolone,qnrb30,24
quinolone,qnrb31,24
quinolone,qnrb32,24
quinolone,qnrb33,24
quinolone,qnrb34,24
quinolone,qnrb35,24
quinolone,qnrb36,24
quinolone,qnrb37,24
quinolone,qnrb38,24
quinolone,qnrb4,24
quinolone,qnrb40,24
quinolone,qnrb41,24
quinolone,qnrb42,24
quinolone,qnrb43,24
quinolone,qnrb44,24
quinolone,qnrb45,24
quinolone,qnrb46,24
quinolone,qnrb47,24
quinolone,qnrb48,24
quinolone,qnrb49,24
quinolone,qnrb5,24
quinolone,qnrb50,24
quinolone,qnrb54,24
quinolone,qnrb55,24
quinolone,qnrb56,24
quinolone,qnrb57,24
quinolone,qnrb58,24
quinolone,qnrb59,24
quinolone,qnrb6,24
quinolone,qnrb60,24
quinolone,qnrb61,24
quinolone,qnrb62,24
quinolone,qnrb64,24
quinolone,qnrb65,24
quinolone,qnrb66,24
quinolone,qnrb67,24
quinolone,qnrb68,24
quinolone,qnrb69,24
quinolone,qnrb70,24
quinolone,qnrb71,24
quinolone,qnrb72,24
quinolone,qnrb73,24
quinolone,qnrb74,24
quinolone,qnrb8,24
quinolone,qnrb9,24
quinolone,qnrc,24
quinolone,qnrd1,24
quinolone,qnrd2,24
quinolone,qnrs,24
quinolone,qnrs1,24
quinolone,qnrs2,24
quinolone,qnrs3,24
quinolone,qnrs4,24
quinolone,qnrs5,24
quinolone,qnrs6,24
quinolone,qnrs7,24
quinolone,qnrs8,24
quinolone,qnrs9,24
quinolone,qnrvc1,24
quinolone,qnrvc3,24
quinolone,qnrvc4,24
quinolone,qnrvc5,24
quinolone,qnrvc6,24
quinolone,qnrvc7,24
quinolone,rpob,24
quinolone,vpa0095,24
rifampin,arr,25
rifampin,iri,25
rifampin,rbpa,25
rifampin,rgt1438,25
rifampin,rif,25
rifampin,rpha,25
rifampin,rphb,25
rifampin,rpob,25
streptothricin,estx,26
streptothricin,sat,26
streptothricin,sta,26
sulfonamide,folp,27
sulfonamide,leuo,27
sulfonamide,mext,27
sulfonamide,sul,27
sulfonamide,sul1,27
sulfonamide,sul2,27
sulfonamide,sul3,27
sulfonamide,sula,27
tetracenomycin,tcma,28
tetracycline,fusa,29
tetracycline,mepr,29
tetracycline,mt1297,29
tetracycline,otr(b),29
tetracycline,otra,29
tetracycline,otrb,29
tetracycline,otrc,29
tetracycline,tap,29
tetracycline,tcr3,29
tetracycline,tet,29
tetracycline,tet(30),29
tetracycline,tet(33),29
tetracycline,tet(39),29
tetracycline,tet(41),29
tetracycline,tet(44),29
tetracycline,tet(45),29
tetracycline,tet(a),29
tetracycline,tet(b),29
tetracycline,tet(c),29
tetracycline,tet(d),29
tetracycline,tet(e),29
tetracycline,tet(g),29
tetracycline,tet(h),29
tetracycline,tet(j),29
tetracycline,tet(k),29
tetracycline,tet(l),29
tetracycline,tet(v),29
tetracycline,tet(z),29
tetracycline,tet31,29
tetracycline,tet32,29
tetracycline,tet33,29
tetracycline,tet34,29
tetracycline,tet35,29
tetracycline,tet36,29
tetracycline,tet37,29
tetracycline,tet38,29
tetracycline,tet39,29
tetracycline,tet40,29
tetracycline,tet41,29
tetracycline,tet42,29
tetracycline,tet44,29
tetracycline,teta,29
tetracycline,teta(46),29
tetracycline,teta(48),29
tetracycline,teta(60),29
tetracycline,teta(p),29
tetracycline,tetb,29
tetracycline,tetb(46),29
tetracycline,tetb(48),29
tetracycline,tetb(60),29
tetracycline,tetb(p),29
tetracycline,tetc,29
tetracycline,tetd,29
tetracycline,tete,29
tetracycline,tetg,29
tetracycline,teth,29
tetracycline,tetj,29
tetracycline,tetk,29
tetracycline,tetl,29
tetracycline,tetm,29
tetracycline,teto,29
tetracycline,tetpa,29
tetracycline,tetpb,29
tetracycline,tetq,29
tetracycline,tetr,29
tetracycline,tets,29
tetracycline,tett,29
tetracycline,tetv,29
tetracycline,tetw,29
tetracycline,tetx,29
tetracycline,tety,29
tetracycline,tetz,29
tetracycline,tufab,29
thiostrepton,tsnr,30
triclosan,opmh,31
triclosan,tria,31
triclosan,trib,31
triclosan,tric,31
trimethoprim,dfr,32
trimethoprim,dfra,32
trimethoprim,dfra1,32
trimethoprim,dfra10,32
trimethoprim,dfra12,32
trimethoprim,dfra13,32
trimethoprim,dfra14,32
trimethoprim,dfra15,32
trimethoprim,dfra16,32
trimethoprim,dfra17,32
trimethoprim,dfra19,32
trimethoprim,dfra20,32
trimethoprim,dfra21,32
trimethoprim,dfra22,32
trimethoprim,dfra23,32
trimethoprim,dfra24,32
trimethoprim,dfra25,32
trimethoprim,dfra26,32
trimethoprim,dfra3,32
trimethoprim,dfra5,32
trimethoprim,dfra7,32
trimethoprim,dfra8,32
trimethoprim,dfrb,32
trimethoprim,dfrb1,32
trimethoprim,dfrb2,32
trimethoprim,dfrb3,32
trimethoprim,dfrb6,32
trimethoprim,dfrb7,32
trimethoprim,dfrc,32
trimethoprim,dfrd,32
trimethoprim,dfre,32
trimethoprim,dfrg,32
trimethoprim,dfri,32
trimethoprim,dfrk,32
tunicamycin,tmrb,33
